Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Rue des Archers,Archers (rue des),RUE,2e,,Supprimée,Attestée en 1793.,"A été dénommée rue du Grand-Cul-de-Sac de 1715 à 1793.
Voie supprimée, seule subsiste la cour des Archers.",Fiches préparatoires de Vanario.,En mémoire d'une caserne des Archers du roi qui existait à cet endroit.,,,Histoire militaire/Archerie,,,,,
Rue des Auges,Auges (rue des),RUE,1er,,Supprimée,Attestée de 1854 à 1904.,"A été dénommée grande rue des Auges jusqu'en 1854.
A été supprimée vers 1904.",Délibération du Conseil municipal du 4 août 1854. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Il y avait de nombreuses porcheries dans cette rue.,Place de la Miséricorde,,Commerce/Boucherie,,,,,
Rue des Balançoires,Balançoires (rue des),RUE,7e,3e,Supprimée,Attestée de 1881 à 1961.,"A été dénommée chemin des Balançoires.
A été absorbée par l'entreprise des ""Cables de Lyon"".","Déclassée : 
1er tronçon par la délibération du Conseil municipal du 24 juin 1954.
2e tronçon par la délibération du Conseil municipal du 24 juillet 1961.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)",Il est notable que c'est un souvenir des fêtes foraines. (Maynard),Rue Pré-Gaudry,Avenue Jean-Jaurès,Loisirs,,69387.0,28611.0,,6903870585D
Rue des Boëtiers,Boëtiers (rue des),RUE,1er,,Supprimée,Attestée en 1680.,"A été dénommée rue du Roland.
A été aussi appelée rue des Boitiers.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Habitée principalement par des fabricants de boîtes, malles et coffres.",,,Histoire locale,,,,,
Rue des Boitiers,Boitiers (rue des),RUE,1er,,Supprimée,Attestée en 1680.,"A été dénommée rue du Roland.
A été aussi appelée rue des Boëtiers.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Habitée principalement par des fabricants de boîtes, malles et coffres.",,,Histoire locale,,,,,
Rue des Champs,Champs (rue des),RUE,9e,Vaise,Supprimée,Attestée en 1842 et supprimée en 1987.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue Bourget,,,,69389.0,29139.0,,6903891408P
Rue des Docks,Docks (rue des),RUE,9e,Saint-Rambert-l'Île-Barbe,Supprimée,Attestée de 1875 à 1956.,,"Fiches préparatoires de Vanario.
Délibération du Conseil Municipal de Saint-Rambert l'Île-Barbe du 21 novembre 1875.
Délibération du Conseil Municipal du 8 décembre 1956.","Ces docks étaient ceux du port de Vaise, ou gare d'eau.",,,Port/Transport fluvial,,,,,
Rue des Entrepôts,Entrepôts (rue des),RUE,2e,,Supprimée,Supprimée en 1854.,Voie supprimée lors de la création de la gare de Perrache.,Délibération du Conseil municipal du 15 décembre 1854. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,Industrie/Histoire locale/Urbanisme,,,,,
Rue des Étroits,Étroits (rue des),RUE,5e,,Supprimée,Attestée en 1815 et supprimée vers 1967.,"Fragment du chemin de la Porte-de-Saint-Georges-aux-Balmes-du-Rhône-et-à-Oulins.
A absorbé la petite montée de Choulans en 1920.
A été supprimée vers 1967 lors de la construction du Tunnel de Fourvière.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
3S/488","Comme la colline de la Mulatière s'écroule facilement, le chemin tracé était particulièrement étroit à cet endroit.",,,Topographie,,,,,
Rue des Fouettés,Fouettés (rue des),RUE,5e,,Supprimée,Attestée en 1740 et renommée en 1821.,"A changé de dénomination en 1821 : est devenue la rue du Palais.
A été supprimée en 1835 lors de la construction du palais de Justice.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),On y fustigeait ceux qui avaient été condamnés au supplice du fouet.,,,Justice,,,,,
Rue des Fourrages,Fourrages (rue des),RUE,3e,,Supprimée,Attestée seulement en 1860.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1860.",Inconnue.,Rue Mazenod,,,,,,,
Rue des Fripiers,Fripiers (rue des),RUE,2e,,Supprimée,Attestée en 1680.,"A été dénommée rue de Vandran.
A été supprimée lors de la création de la rue de l'Impératrice en 1858.","Fiches préparatoires de Vanario.
DD/56 bis ",Inconnue.,,,Commerce,,,,,
Rue des Garennes,Garennes (rue de),RUE,2e,,Supprimée,Supprimée en 1854.,"A été dénommée rue des Générales.
A été dénommée rue de l'Estrapade.
A changé de dénomination : est devenue la rue Bonnevaux.
Disparue lors du percement de la rue de la République en 1854.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,Géographie,,,,,
Rue des Générales,Générales (rue des),RUE,2e,,Supprimée,Attestée en 1680 et supprimée en 1854.,"A été dénommée rue de l'Estrapade.
A été dénommée rue des Garennes.
A changé de dénomination : est devenue la rue Bonnevaux.
Disparue lors du percement de la rue de la République en 1854.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 156.","Françoise de Mornay, épouse de Claude Bourges, général des finances du Piémont, était propriétaire de la principale maison appelée l'Hôtel de Milan.",,,Femme/Personnalité,,,,,
Rue des Grands-Hommes,Grands-Hommes (rue des),RUE,4e,La Croix-Rousse,Supprimée,Attestée de 1835 à 1845.,A changé de dénomination en 1854 : est devenue la rue Philippeville.,Recensements fiscaux (921WP) et 2S/357.,Inconnue.,,,,,,,,
Rue des Mouches,Mouches (rue des),RUE,9e,5e,Supprimée,Attestée en 1903.,Voie privée perpendiculaire à la rue Moulins.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Les bras fluviaux étaient autrefois appelés «mouches».,,,Géographie/Cours d'eau,,,,,
Rue des Moulins,Moulins (rue des),RUE,9e,5e,Supprimée,Attestée en 1854 et supprimée vers 1960.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Dénommée d'après les moulins Vachon qui le bordaient.,,,Histoire locale,,,,,
Rue des Moulins-à-Vapeur,Moulins-à-vapeur (rue),RUE,2e,,Supprimée,Dénommée en 1830 et supprimée vers 1940.,A été déplacée vers le sud en 1881.,Délibération du Conseil municipal du 16 juillet 1830. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"En référence à la Minoterie dite Moulin à Vapeur, puis les Grands Moulins de Perrache, puis maison F. Cholas, la Générale Agricole.",Quai Rambaud,Rue d'Alger,Industrie agroalimentaire,,,,,
Rue des Omnibus,Omnibus (rue des),RUE,3e,,Supprimée,Attestée en 1854.,A été supprimée lors de la création de la place Guichard.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),La Compagnie lyonnaise des omnibus avait son siège au n° 15.,Rue Duguesclin,Rue Désargues,Transport en commun,,,,,
Rue des Petites-Écuries,Petites-Écuries (rue des),RUE,3e,,Supprimée,Attestée seulement en 1854.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,Histoire locale,,,,,
Rue des Prêtres,Prêtres (rue des),RUE,2e,,Supprimée,Attestée en 1680.,A été supprimée lors des travaux du Second Empire.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 173.",,,,Religion,,,,,
Rue des Rolland,Rolland (rue des),RUE,1er,,Supprimée,Créée vers 1520.,Se situait dans l'alignement de la rue Pleney.,Plan topographique en 1350 par B. Vermorel (1S/181),Inconnue.,,,,,,,,
Rue des Treize-Cantons,Treize-Cantons (rue des),RUE,5e,,Supprimée,Attestée de 1740 à 1902.,A été supprimée en 1902.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville par Séraucourt de 1740 (1S/10)",Nom provenant d'une enseigne évoquant les cantons helvétiques.,Place du Change,Rue Lainerie,Commerce/Suisse,,,,,
Rue des Tripiers,Tripiers (rue des),RUE,2e,,Supprimée,Attestée de 1680 à 1739.,"A été dénommée rue de la Serpillière.
A été dénommée rue de la Triperie.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 125-126
BB/304",Possible référence à la boucherie qui longeait l’Hôtel-Dieu au nord.,,,Alimentation/Boucherie/Hospices civils de Lyon,,,,,
Rue des Trois-Frères-Radisson,Trois-Frères-Radisson (rue),RUE,7e,,Supprimée,Dénommée de 1933 à 1955.,A été supprimée vers 1955.,Dénommée en 1933 par la Société immobilière de la Mouche et de Gerland après approbation du Maire (lettre du 11 mars 1933). Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Néré-Raymond-Marie, tué le 9 septembre 1914, Néré-Victor-Marie-Joseph, tué le 5 novembre 1914, Néré-Joseph-Marie, tue le 10 août 1915, morts pour la France.",Rue Chateaubriand,Rue Clément-Marot,1914-1918/Personnalité,,69387.0,28701.0,,6903877150P
Rue des Ursules,Ursules (rue des) ,RUE,1er,,Supprimée,,"Aboutissait rue de la Vieille-Monnaie, actuelle rue René-Leynaud.",,Inconnue.,,,,,,,,
Rue des Vertus,Vertus (rue des),RUE,3e,,Supprimée,Attestée de 1868 à 1876.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaires de 1868 à 1876.",Inconnue.,Rue Sébastopol,Rue de la Villete,,,,,,
Rue Desargues,Desargues (rue),RUE,3e,,Supprimée,Dénommée en 1863 et supprimée en 1879.,"A été dénommée ancien chemin des Charpennes jusqu'en 1863.
A été supprimée en 1879.",Délibération du Conseil municipal du 13 novembre 1863. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Girard Desargues, mathématicien et ingénieur, né à Lyon (paroisse Sainte-Croix) le 2 mars 1591, décédé en 1661.",,,Mathématiques/Personnalité,,,,,
Rue Deschamps,Deschamps (rue),RUE,5e,,Supprimée,Attestée de 1884 à 1903.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Désirée,Désirée (rue),RUE,6e,La Guillotière,Supprimée,Attestée en 1823.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Allée Morand,,,,,,,
Rue Desjardins,Desjardins (rue),RUE,2e,,Supprimée,"Créée en 1830, redénommée en 1837 et supprimée en 1961.","Nouvelle rue.
Supprimée lors de la création du marché de gros en 1961.",Délibération du Conseil municipal du 16 juillet 1830 (sans suite) puis du 18 mai 1837. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Martin Desjardins, sculpteur, auteur de la première statue de Louis XIV, érigée place Bellecour en 1713, détruite le 28 août 1792. S'appelait en réalité Martin Van den Bogaest, né en Hollande à Bréda en 1640, mort à Paris en 1694.",Rue Vuillerme,Quai Perrache,Beaux-arts/sculpture/Personnalité,,69382.0,27588.0,,6903822170Y
Rue Desprez,Desprez (rue),RUE,7e,3e,Supprimée,Attestée en 1901 et supprimée avant 1926.,Le sol est occupé par la SNCF.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue d'Herbigny,Herbigny (rue d'),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Fiches préparatoires de Vanario.
Annuaire de 1868.","Lambert d'Herbigny (Henri-François) mort le 29 juillet 1704 à Rouen.
Intendant de Lyon de 1694 à 1700.",,,Monarchie/Renaissance/Personnalité,,,,,
Rue d'Occident,Occident (rue d'),RUE,9e,Vaise,Supprimée,Attestée en 1842 et supprimée en 1855.,A été supprimée lors de la création de la gare de Vaise.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue d'Orléans,Orléans (rue d'),RUE,3e,La Guillotière,Supprimée,Supprimée en 1826.,Voie supprimée pour l'ouverture du cours Lafayette.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Délibération du Conseil Municipal de la Guillotière du 10 juillet 1826.
""Délibère sur la suppression de la rue d'Orléans devenue inutile pa l'ouverture projetée d'une autre rue en face du pont Charles X.""",Nom attribué lors de la Seconde Restauration.,,,Monarchie,,,,,
Rue du Bastion-de-Villeroy,Bastion-de-Villeroy (rue du),RUE,2e,,Supprimée,Attestée en 1680 et supprimée vers 1770.,"Supprimée lors de la construction des immeubles du quai du Rhône, entre la rue de la Barre et la rue de la Charité.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 96.","Camille de Neufville de Villeroy (Rome, 22 août 1606 - Lyon, 3 juin 1693) est un homme d'Église français. Il est archevêque et comte de Lyon, primat des Gaules, de 1653 à 1693.",Place de la Charité,,Religion/Archevêché,,,,,
Rue du Canal,Canal (rue du),RUE,7e,,Supprimée,,Aurait existé vers la Vitriolerie.,Fiches préparatoires de Vanario.,Probablement proche d'un canal.,,,Topographie,,,,,
Rue du Capot,Capot (rue du),RUE,3e,La Guillotière,Supprimée,Attestée seulement en 1815.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
""M. Laurent Romain demande en 1815 l'autorisation de faire construire une maison sur un terrain qu'il possède à la Guillotuère à l'angle de la rue du Capot."" (Archives de la Guillotière, série O. 10)",Inconnue.,,,,,,,,
Rue du Centre,Centre (rue du),RUE,9e,5e,Supprimée,Attestée de 1853 à 1959.,"A été aussi appelée rue du Centre-de-la-Gare-d'Eau.
A été dénommée rue la Haute de 1840 à 1852.
Voie disparue lors de la désaffection de la gare d'eau.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.,"Des plans du XIXe siècle antérieurs à la création des chemins de fers, mentionnent la rue du Centre-de-la-Gare-d'Eau. On a probablement raccourci le nom par simplification.",Quai de la Gare-d'Eau,Chemin de Saint-Cyr,Urbanisme,,,,,
Rue du Clos-de-la-Boucherie,Clos-de-la-Boucherie (rue du),RUE,2e,,Supprimée,,"Située vers la rue de l'Hôpital, actuelle rue Marcel-Gabriel-Rivière.",,En référence à la boucherie de l'Hôtel-Dieu construite en 1570.,,,Boucherie,,,,,
Rue du Confluent,Confluent (rue du),RUE,2e,,Supprimée,Dénommée en 1830.,Voie supprimée.,Délibération du Conseil municipal du 16 juillet 1830 (sans suite) puis du 18 mai 1837. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Confluent de la Saône et du Rhône.,,,Topographie,,,,,
Rue du Faucon,Faucon (rue du),RUE,5e,,Supprimée,,Se trouvait à l'emplacement de la place Neuve-Saint-Jean.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,Zoologie,,,,,
Rue du Frêne,Frêne (rue du),RUE,9e,Saint-Rambert-l'Île-Barbe,Supprimée,Attestée en 1956 et supprimée avant 1987.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Le château du Frêne fut détruit lors de l'aménagement du quai Carrié.,Rue Pierre-Termier,Avenue du Frêne,Histoire locale/Urbanisme,,69389.0,30227.0,,
Rue du Gosier-Sec,Gosier-Sec (rue du),RUE,3e,,Supprimée,Attestée de 1879 à 1905.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Liste des voies privées de 1885 et Annuraire de 1905.",Inconnue.,42 rue de la Villette,,,,,,,
Rue du Jardinet,Jardinet (rue du),RUE,5e,,Supprimée,Attestée de 1842 à 1848.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Manuscrit Vermorel T4 p. 641.",Inconnue.,Quai Fulchiron,,Botanique/Espaces verts,,,,,
Rue du Mont-Blanc,Mont-Blanc (rue du),RUE,8e,,Supprimée,Attestée en 1959 et supprimée avant 1987.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Avenue Paul-Santy,Avenue Viviani,Géographie,,69388.0,28836.0,,6903884840Z
Rue du Nord,Nord (rue du),RUE,3e,,Supprimée,Attestée de 1853 à 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Indication géographique.,,,Géographie,,,,,
Rue du Pain,Pain (rue du),RUE,1er,,Supprimée,Attestée en 1550.,"Figure sur le plan de 1550 devant l'église Saint-Nizier, à l'emplacement actuel de la place Saint-Nizier et de la rue de Brest.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1550, plan scénographique de la Ville de Lyon (1S/165)",Inconnue.,,,,,,,,
Rue du Palais,Palais (rue du),RUE,5e,,Supprimée,Attestée en 1680 et supprimée en 1835.,"A été dénommée rue des Fouettés.
A été supprimée lors de la création du palais de Justice en 1835.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 58.","En référence au palais de Roanne, premier palais de justice de Lyon, qui occupait la moitié septentrionale du palais de justice actuel. Son nom lui venait de la famille de Roanne, dont plusieurs membres, chanoines de Lyon, avaient occupé les lieux au XIIIe siècle.",,,Justice/Ancien Régime,,,,,
Rue du Pont-du-Change,Pont-du-Change (rue du),RUE,2e,,Supprimée,,Se trouvait près de la place d'Albon. ,,"Le pont reliait la place du Change, lieu de transactions commerciales, à la presqu'île.",,,Architecture/Pont,,,,,
Rue du Port-Saint-Jean,Port-Saint-Jean (rue du),RUE,5e,,Supprimée,Attestée en 1680.,Se situait vraisemblablement au niveau du pont Bonaparte.,"Fiches préparatoires de Vanario.
DD/56 bis p. 59.",,,,Port/Transport fluvial,,,,,
Rue du Prado,Prado (rue du),RUE,7e,3e,Supprimée,Attestée de 1865 à 1877.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1C/702106","La salle de bal du Prado ouvrait sur cette place. Le père Chevrier y fonda, en 1860, un refuge pour jeunes garçons moralement abandonnés.",Quai de la Vitriolerie,Place du Prado,Bienfaisance/Aide à l'enfance/Religion,,,,,
Rue du Pré-Buisson,Pré-Buisson (rue du),RUE,6e,3e,Supprimée,Attestée en 1858.,Devait se situer masse 150 des HCL.,315W,Inconnue.,,,Histoire locale,,,,,
Rue du Puits-Damour,Puits-Damour (rue du),RUE,,,Supprimée,Attestée seulement en 1788.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1788.",Un puit s'y trouvait.,,,Histoire locale,,,,,
Rue du Réservoir,Réservoir (rue du),RUE,8e,3e,Supprimée,Attestée de 1904 à 1936.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateurs de 1904 à 1936.",À proximité du réservoir du service des eaux.,Avenue Esquirol,Avenue Rockfeller,Topographie,,,,,
Rue du Stade,Stade (rue du),RUE,7e,,Supprimée,Dénommée de 1924 à 1934.,"Chemin vicinal ordinaire n° 207.
A été supprimée après 1934.",Délibération du Conseil municipal du 30 avril 1924. Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence au stade de Gerland inauguré le 23 mai 1926.,,,Sport,,,,,
Rue du Sud,Sud (rue du),RUE,3e,,Supprimée,Dénommée en 1921 et supprimée avant 1995.,A été dénommée rue du Midi jusqu'en 1921.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan 4S/188.",Indication géographique.,Rue de la Madeleine,Chemin de Ronde,Géographie,,69383.0,27854.0,,6903836855L
Rue du Sud,Sud (rue du),RUE,3e,,Supprimée,Attestée en 1860.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1860.",Indication géographique.,Rue de la Madeleine,Chemin de Ronde,Géographie,,,,,
Rue du Zodiaque,Zodiaque (rue du),RUE,2e,,Supprimée,Supprimée en 1846.,,"Ordonnance royale du 7 mars 1827 et délibération du Conseil municipal du 21 janvier 1846.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)",Inconnue.,,,,,,,,
Rue d'Urfé,Urfé (rue d'),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
annuaire de 1868.","Honoré d'Urfé, auteur de ""L'Astrée"".",Rue Besson,Rue de la Chatelaine,Littérature/Renaissance/Personnalité,,,,,
Rue Faugier,Faugier (rue),RUE,7e,,Supprimée,Attesté en 1955.,,"Fiches préparatoires de Vanario.
Liste des voies privées de 1955.","Faugier avait deux usines, autour de l'impasse de l'Asphalte, celle du nord bordait aussi le passage Faugier.",Passage Faugier,,Industrie/Histoire locale/Urbanisme/Personnalité,,,,,
Rue Faustine,Faustine (rue),RUE,3e,,Supprimée,Attestée en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Inconnue.,,,Prénom/Femme,,,,,
Rue Fortoul,Fortoul (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.","Hippolyte Fortoul, né en 18811, mort en 1855, ministre de l'Instruction publique.",Rue Constant,,Enseignement/Personnalité,,,,,
Rue Gaillarde,Gaillarde (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1868.",Inconnue.,Rue Sébastopol,,,,,,,
Rue Giroflée,Giroflée (rue),RUE,1er,,Supprimée,Attestée en 1796 et 1810.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Etat civil de 1796 et indicateur de Lyon de 1810 p. 417.",C'est sur le tènement de la Giroflée que fut construit le monastère des Chartreux.,,,Botanique,,,,,
Rue Gouvernerie,Gouvernerie (rue),RUE,5e,,Supprimée,Attestée en 1474.,,"Fiches préparatoires de Vanario.
40II fonds Louis Carriot",Inconnue.,,,,,,,,
Rue Honorat,Honorat (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Fiches préparatoires de Vanario.
Annuaire de 1868.",Inconnue.,Route d'Heyrieux,Chemin de la Croix-Morlon-à-Saint-Alban,,,,,,
Rue Jean-Jacques-de-Boissieu,Jean-Jacques-de-Boissieu (rue),RUE,8e,7e,Supprimée,Supprimée en 1918.,Voie supprimée après l'acquisition par Paris-Rhône de l'ensemble des terrains adjacents le 7 septembre 1918 pour devenir une voie interne de desserte des ateliers.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Peintre-graveur, né à Lyon (Saint-Pierre Saint-Sathurnin) le 30 novembre 1736, mort à Lyon le 1er mars 1810.",,,Beaux-arts/Peinture/Gravure/Personnalité,,,,,
Rue Jean-Pernetti,Jean-Pernetti (rue),RUE,1er,,Supprimée,Attestée de 1838 à 1868.,,"Fiches préparatoires de Vanario.
Annuaires de 1838 à 1868.","Chevalier de l'église de Lyon, historiographe de Lyon, né dans le Forez en 1696, décédé à Lyon le 10 février 1777.",,,Personnalité,,,,,
Rue Juvenal,Juvenal (rue),RUE,7e,3e,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Inconnue.,Chemin de Vénissieux,,,,,,,
Rue Konig,Konig (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1884.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868 à 1884.",Inconnue.,Place Konig,Cours Eugénie,,,,,,
Rue Lamiral,Lamiral (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue Bonnand,Rue de la Châtelaine,,,,,,
Rue Laroche,Laroche (rue),RUE,1er,,Supprimée,Ouverte avant 1854 et attestée en 1865.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Lemontey,Lemontey (rue),RUE,2e,,Supprimée,Dénommée en 1837.,"A été dénommée sans suite rue Cléberg en 1830.
Voie supprimée, le sol a été vendu au chemin de fer.",Délibération du Conseil municipal sans suite du 15 mai 1837. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Pierre-Édouard Lemontey, avocat, président de l'Assemblée législative, membre de l'Académie française. Né à Lyon le 14 janvier 1762, mort à Paris le 27 juin 1826.",,,Politique/Justice/Académie/Personnalité,,,,,
Rue Léon-Penaud,Léon-Penaud (rue),RUE,7e,,Supprimée,Dénommée en 1945 et supprimée en 1987.,"A été dénommée rue des Îles-de-l'Archevêque jusqu'en 1903.
A été dénommée impasse des Culattes de 1903 à 1945.
Un fragment a été supprimé.
",Délibération du Conseil municipal du 26 novembre 1945. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Chef d'îlot de la défense passive, tué en mission le 27 avril 1944.",Rue Marcel-Mérieux,Rue du Rhône,1939-1945/Personnalité,,69387.0,28660.0,,6903874210U
Rue Louis-Broussas,Louis-Broussas (rue),RUE,7e,,Supprimée,Créée en 1929 et supprimée vers 2000.,A été supprimée lors de la création du parc de Gerland.,Délibération du Conseil municipal du 12 février 1929. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Conseiller municipal, né le 12 septembre 1839 à Royère, mort le 3 février 1915 à Antibes.",Rue Jean-Pierre-Chevrot,Rue Palandre,Politique/Personnalité,,69387.0,28662.0,,6903874305X
Rue Martel-Ange,Martel-Ange (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Rappelle sans doute Étienne Martellange, jésuite, architecte de la chapelle du Lycée Ampère. Né en 1588, mort en 1641.",Place Colonia,,Architecture/Religion/Personnalité,,,,,
Rue Maxime,Maxime (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Chemin de la Croix-Morlon-à-Saint-Priest,Chemin de Saint-Priest,,,,,,
Rue Mayeuvre,Mayeuvre (rue),RUE,2e,,Supprimée,Créée en 1830 et supprimée en 1855.,Supprimée par l'emprise de la gare de chemin de fer.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Étienne Mayeuvre de Champvieux, député du Rhône aux Cinq-Cents, membre de l'Académie de Lyon. Né le 11 janvier 1743 à Lyon, mort le 9 janvier 1812 à Lyon.",,,Politique/Personnalité,,,,,
Rue Meissonier,Meissonier (rue),RUE,2e,,Supprimée,Attestée en 1814 et supprimée vers 1892.,Supprimée lors de la transformation du quartier Grôlée après 1892.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jean-Louis-Ernest Meissonier, peintre né à Lyon le 21 février 1815, mort à Paris le 31 janvier 1891.",Rue Champier,,Beaux-arts/Peinture/Personnalité,,,,,
Rue Mercier,Mercier (rue),RUE,3e,,Supprimée,Attestée en 1850 et supprimée avant 1995.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue de la Villette,Rue Maurice-Flandin,,,69383.0,27913.0,,6903834725W
Rue Merderon,Merderon (rue),RUE,,La Guillotière,Supprimée,Attestée en 1812.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Nadar,Nadar (rue),RUE,7e,,Supprimée,Dénommée en 1924.,"A été dénommée annexe du chemin de la Scaronne au chemin de la Princesse.
Voie supprimée.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Félix Tournachon, dit Nadar, photographe, aéronaute. Né à Paris le 5 avril 1820, mort à Paris en 1910.",,,Aéronautique/Photographie/Personnalité,,,,,
Rue neuve Rousselet,Rousselet (rue neuve),RUE,5e,,Supprimée,Attestée au XVIe siècle.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Propriétaire de la Part-Dieu, échevin décédé en 1564.",,,Politique/Personnalité,,,,,
Rue Octavio-Mey,Octavio-Mey (rue),RUE,5e,,Supprimée,Attestée de 1814 à 1854.,A été absorbée par la montée des Carmes-Déchaussés en 1854.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Fabricant, mort en 1690, inventeur du lustrage de la soie.",,,Textile/Soie/Personnalité,,,,,
Rue Olivier,Olivier (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue du Sacré-Cœur,Rue des Pins,,,,,,
