Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Passerelle du Palais-de-Justice,Palais-de-Justice (passerelle du),PASSERELLE,5e,,Actuelle,Créée en 1984.,A remplacé le pont du Palais-de-Justice.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence au palais de justice historique de Lyon.,Place Paul-Duquaire,Quai des Célestins,Justice,Métropole,69385.0,32566.0,,6903855179F
Passerelle du Palais-de-Justice,Palais-de-Justice (passerelle du),PASSERELLE,2e,,Actuelle,Créée en 1984.,A remplacé le pont du Palais-de-Justice.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence au palais de justice historique de Lyon.,Quai des Célestins,Place Paul-Duquaire,Justice,Métropole,69382.0,32565.0,,
Passerelle Florence-Arthaud,Florence-Arthaud (passerelle),PASSERELLE,2e,,Actuelle,Créée en 2018.,Nouvelle passerelle.,Délibération du Conseil municipal du 29 janvier 2018.,"Née le 28 octobre 1957 à Boulogne-Billancourt, morte le 9 mars 2015 à Villa Castelli 5 Argentine. Navigatrice, première femme victorieuse de la Route du Rhum, en 1990. ",quai Antoine-Riboud,quai Arlès-Dufour,Sport/Nautisme/Femme/Personnalité,Métropole,69382.0,37022.0,,6903822795C
Passerelle Saint-Georges,Saint-Georges (passerelle),PASSERELLE,5e,,Actuelle,Dénommée de 1852 à 2003.,A changé de dénomination en 2003 : est devenue la passerelle Abbé-Paul-Couturier.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et Wikipédia,"L'église Sainte-Eulalie, érigée au Vie siècle sur la place, fut relevée et placée en 802 sous le patronage de Saint-Georges.",,,Religion/Personnalité,,69385.0,30075.0,34706.0,6903856364U
Passerelle Saint-Georges,Saint-Georges (passerelle),PASSERELLE,2e,,Actuelle,Dénommée de 1852 à 2003.,A changé de dénomination en 2003 : est devenue la passerelle Abbé-Paul-Couturier.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et Wikipédia,"L'église Sainte-Eulalie, érigée au Vie siècle sur la place, fut relevée et placée en 802 sous le patronage de Saint-Georges.",,,Religion/Personnalité,,69382.0,27497.0,34705.0,6903826368L
Passerelle Saint-Vincent,Saint-Vincent (passerelle),PASSERELLE,5e,,Actuelle,Dénommée en 1832.,"A remplacé en 1832 le pont Saint-Vincent.
""Passerelle […] en fil de fer et suspendue; elle tient lieu du pont Saint-Vincent, construit en 1715 en remplacement d'un vieux pont en bois. Elle a 90m de longueur sur 3 de largeur."" (Annuaire 1858)","Rues de Lyon à travers les siècles de Maurice Vanario (2002), fiches préparatoires de Vanario et Wikipédia",Le quartier et l'ancienne église paroissiale honorait le saint patron des vignerons.,Quai Pierre-Scize,Quai Saint-Vincent,Religion/Personnalité,Métropole,69385.0,28190.0,,6903856583G
Passerelle Saint-Vincent,Saint-Vincent (passerelle),PASSERELLE,1er,,Actuelle,Dénommée en 1832.,"A remplacé en 1832 le pont Saint-Vincent.
""Passerelle […] en fil de fer et suspendue; elle tient lieu du pont Saint-Vincent, construit en 1715 en remplacement d'un vieux pont en bois. Elle a 90m de longueur sur 3 de largeur."" (Annuaire 1858)","Rues de Lyon à travers les siècles de Maurice Vanario (2002), fiches préparatoires de Vanario et Wikipédia",Le quartier et l'ancienne église paroissiale honorait le saint patron des vignerons.,Quai Saint-Vincent,Quai Pierre-Scize,Religion/Personnalité,Métropole,69381.0,27304.0,,6903816583Z
Petit parc Serin,Serin (petit parc),PARC,4e,,Actuelle,Créé en 2013.,,Délibération du Conseil municipal du 21 Janvier 2013.,Nom du quartier.,Quai Gillet,,Histoire locale,Commune,69384.0,36060.0,,6903845250M
Petit passage de l'Argue,Argue (petit passage de l'),PASSAGE,2e,,Actuelle,Ouvert avant 1854.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),L'Argue est un outil à filer l'or et l'argent pour le destiner aux tissus précieux. L'atelier de l'Argue a subsisté longtemps à cet endroit.,Passage de l'Argue,Rue Thomassin,Textile/Métaux précieux,Privé,69382.0,27521.0,,6903820455J
Petite place des Mariniers,Mariniers (petite place des),PLACE,2e,,Actuelle,Créée en 2011.,Nouvelle place.,Délibération du Conseil municipal du 7 novembre 2011.,"Du temps du port Rambaud, les mariniers faisaient vivre les lieux en y acheminant les marchandises.",Quai Rambaud,Rue Hrant-Dink,Navigation/Transport fluvial,Privé,69382.0,36013.0,,
Petite place des Salins,Salins (petite place des),PLACE,2e,,Actuelle,Dénommée en 2009.,,Délibération du Conseil municipal du 14 septembre 2009.,"Les entrepôts de la compagnie des Salins du Midi occupaient le bâtiment, 43 quai Rambaud au nord de la place.",Quai Rambaud,Rue Hrant-Dink,Industrie/Commerce,Métropole,69382.0,35696.0,,6903826659C
Petite rue de la Viabert,Viabert (petite rue de la),RUE,6e,La Guillotière,Actuelle,Attestée en 1722.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Fiches préparatoires de Vanario.
Terrier du Vivier.",Nom d'un domaine.,Rue de Bellecombe,Rue des Charmettes,Urbanisme/Histoire locale,Métropole,69386.0,28397.0,,6903867355S
Petite rue de Monplaisir,Monplaisir (petite rue de),RUE,8e,,Actuelle,,A été dénommée chemin de Monplaisir.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213,"En 1827, quand le comte de Tournelles a vendu ses terrains à lotir, il a trouvé ce nom pour attirer les acheteurs et le nom est resté et désigne toujours le quartier.",Cours Albert-Thomas,Avenue des Frères-Lumière,Urbanisme/Histoire locale,Métropole,69388.0,28775.0,,6903885388V
Petite rue des Feuillants,Feuillants (petite rue des),RUE,1er,,Actuelle,Attestée en 1810.,A été dénommée rue des Feuillants.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1810.",Les Feuillants y ont eu leur monastère Saint-Charles de 1619 à la Révolution française.,Rue du Griffon,Place Tolozan,Religion,Métropole,69381.0,27346.0,,6903812750H
Petite Rue Saint-Eusèbe,Saint-Eusèbe (petite rue),RUE,3e,,Actuelle,,Fragment de la rue Saint-Eusèbe.,,Eusèbe de Césarée a vécu de 265 à 339. Il a été évêque de Césarée en Palestine. Il a parlé de Lyon dans son histoire ecclésiastique qui est l’une des principales sources sur l’histoire du début de la chrétienté. Il y reproduit la lettre des chrétiens de Lyon suite au martyr de 177.,Avenue Félix-Faure,Rue Paul-Bert,Religion/Personnalité,Métropole,69383.0,31975.0,,6903836328N
Petite Rue Tramassac,Tramassac (petite rue),RUE,5e,,Actuelle,Attestée dès le XVIIe siècle.,A été dénommée rue Berthet.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Formes anciennes des noms Tres Marsal, Tres Marsaut. La forme populaire ""Trois massacres"" se rencontre parfois dans les documents.",Rue Saint-Jean,Place du Petit-Collège,Histoire locale,Métropole,69385.0,28230.0,,6903855390K
Place Abbé-Larue,Abbé-Larue (place),PLACE,5e,,Actuelle,Dénommée en 1948.,A été dénommée place Saint-Just de 1745 à 1948.,Délibération du Conseil municipal du 12 avril 1948. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"François Larue est né à Écoches en décembre 1888. Prêtre, professeur et officier durant les deux guerres mondiales, il participe à l'organisation de l'armée secrète et du maquis de Haute Savoie avant d'être arrêté par la Gestapo, le 20 mars 1944, pour être enfermé à l'école de santé puis au fort Montluc. Il est exécuté le 20 août 1944 au fort de Côte-Lorette, à Saint-Genis-Laval.",Rue des Farges,,1939-1945/Résistance/Religion/Personnalité,Métropole,69385.0,28198.0,,6903850015T
Place Abbé-Pierre,Abbé-Pierre (place),PLACE,9e,,Actuelle,Créée en 2007.,Fragment de l'avenue Andreï-Sakharov.,Délibération du Conseil municipal du 14 Mai 2007.,"Henri Grouès, dit l'Abbé Pierre, né le 5 août 1912 à Lyon et décédé à Paris, le 22 février 2007, est un prêtre catholique, résistant, député et fondateur du mouvement associatif Emmaüs. ",,,Religion/Résistance/Politique/Solidarité/Personnalité,Métropole,69389.0,35339.0,,6903890073N
Place Adrien-Godien,Adrien-Godien (place),PLACE,4e,,Actuelle,Dénommée en 1955.,A été dénommée place de la Boucle jusqu'en 1956.,"Délibération du Conseil municipal du 14 mars 1955.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Peintre né à Lyon (2e) le 14 mai 1873, décédé à Lyon (3e) le 28 juillet 1949. ",Cours d'Herbouville,Cours Aristide-Briand,Artiste peintre/Beaux-arts/Personnalité,Métropole,69384.0,28017.0,,6903840070G
Place Alexandre-Morin,Alexandre-Morin (place),PLACE,7e,,Actuelle,Créée en 1980.,Nouvelle voie.,Délibération du Conseil municipal du 17 mars 1980. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Né à Lyon (2e) le 10 janvier 1903, décédé à Lyon (2e) le 27 juillet 1970. Résistant, conseiller municipal de 1945 à 1970.",,,Politique/Résistance/Personnalité,Métropole,69387.0,28521.0,,6903870160S
Place Alfred-Vanderpol,Alfred-Vanderpol (place),PLACE,9e,,Actuelle,Créée en 1955.,Nouvelle voie.,Délibération du Conseil municipal du 30 octobre 1955. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Né à Tourcoing le 7 avril 1854, mort le 17 juin 1915 à Souzy. Ingénieur de la voirie municipale de Lyon entre 1880 et 1884. Philanthrope et auteur qui fut l'un des chefs du mouvement pacifiste en France au cours des années qui ont précédé la Première Guerre mondiale.",,,Voirie/Ingénierie/Pacifisme/Personnalité,Métropole,69389.0,29080.0,,6903897250P
Place Ambroise-Courtois,Ambroise-Courtois (place),PLACE,8e,7e,Actuelle,Dénommée en 1944.,A été dénommée place de Monplaisir jusqu'en 1944.,Délibération du Conseil municipal du 30 octobre 1944. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Chapelier né à Lyon (3e), le 28 décembre 1877, assassiné par la Milice le 7 janvier 1944. Membre du conseil municipal de Lyon, président du comité de commerce et du syndicat des chapeliers de Lyon.",Cours Albert-Thomas,Avenue des Frères-Lumière,1939-1945/Politique/Personnalité,Métropole,69388.0,28764.0,,6903880200F
Place Amédée-Bonnet,Amédée-Bonnet (place),PLACE,2e,,Actuelle,Créée en 2018.,Nouvelle place créée lors de l'aménagement de l'Hôtel-Dieu.,,"Né à Ambérieux-en-Bugey le 19 mars 1809, mort à Lyon le premier décembre 1858. Chirurgien major à l'Hôtel Dieu, membre de l'Académie de médecine, précurseur de la chirurgie orthopédique, spécialiste des atteintes articulaires. ",Rue Bellecordière,,Médecine/Chirurgie/Personnalité,Privé,69382.0,36940.0,,6903820205M
Place Ampère,Ampère (place),PLACE,2e,,Actuelle,Dénommée en 1884.,"A été dénommée place du Lycée de 1805 à 1810.
A été dénommée place Henri-IV de 1810 à 1848 et de 1849 à 1884.
A été dénommée place de l'Espérance entre 1848 et 1849.
""Rénovée et embellie après trois années de travaux la place est inaugurée me 15 avril 1977."" (Dernière Heure du 16 avril 1977)","Délibération du Conseil municipal du 27 novembre 1884. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.","André Marie Ampère est né à Poleymieux au Mont d'Or le 20 janvier 1775, mort à Marseille le 10 juin 1836. Illustre physicien, chimiste et mathématicien, inventeur des notions de courant et de tension. Une unité électrique porte aujourd'hui son nom. Membre de l'Académie des sciences, professeur au collège de France et à l'école polytechnique",Rue d'Auvergne,Rue des Remparts-d'Ainay,Sciences et techniques/Physique/Électricité/Personnalité,Métropole,69382.0,27498.0,,6903820230P
Place André-Latarjet,André-Latarjet (place),PLACE,8e,,Actuelle,Créée en 1960 et modifiée en 2015.,"Nouvelle place.
A absorbé la rue Louis-Hugounenq vers 1998.
Nom modifié de Latarget en Latarjet en 2015.",Délibération du Conseil municipal du 03 novembre 1960 et courrier de la Ville de Lyon du 6 décembre 2015. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Professeur d'anatomie né le 20 août 1877 à Dijon et mort le 4 mai 1947 à Lyon (2e).,,,Médecine/Anatomie/Personnalité,Métropole,69388.0,28765.0,,6903880280T
Place Antoine-Gallay,Antoine-Gallay (place),PLACE,3e,,Actuelle,Dénommée en 1921.,"A été dénommée place Montbrillant en 1866.
A été dénommée place Feuillat.",Délibération du Conseil municipal du 5 septembre 1921. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Bienfaiteur des écoles publiques et autres œuvres du quartier Montchat. Né à Lyon le 29 octobre 1842, décédé à Lyon (3e), le 3 mai 1921.",Rue Jeanne-d'Arc,,Enseignement/Bienfaisance/Personnalité,Métropole,69383.0,27714.0,,6903830330U
Place Antoine-Rivoire,Antoine-Rivoire (place),PLACE,2e,,Actuelle,Dénommée en 1934.,Place non dénommée antérieurement.,Délibération du Conseil municipal du 11 avril 1934. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Antoine-Isaac Rivoire, né le 28 mai 1858 à Lyon (5e). Horticulteur, premier président du syndicat d'initiative et l'un des fondateurs de la Foire de Lyon. Mort en le 28 février 1932 à Lyon (3e).",Rue du Président-Édouard-Herriot,Rue Gentil,Horticulture/Commerce/Tourisme/Personnalité,Métropole,69382.0,27499.0,,6903820340J
Place Antoinette,Antoinette (place),PLACE,3e,,Actuelle,Attestée en 1885.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Antoinette Bonand, née à Lyon le 24 décembre 1793. Mère de Madame Richard-Vitton qui a fait don des terrains pour fonder le lotissement qui a donné naissance au quartier de Montchat. Décédée le 17 décembre 1826.",Cours Richard-Vitton,Rue Antoinette,Femme/Urbanisme/Personnalité,Métropole,69383.0,27715.0,,6903830365G
Place Antoinette-Fouque,Antoinette-Fouque (place),PLACE,7e,,Actuelle,Dénommée en 2018.,Nouvelle place.,Délibération du Conseil municipal du 28 mai 2018.,"Essayiste, militante féministe et une figure historique du Mouvement de libération des femmes (MLF), née le 1er octobre 1936 à Marseille et morte le 20 février 2014 à Paris. ",Avenue Jean-Jaurès,Rue des Girondins,Femme/Féminisme/Littérature/Personnalité,En attente,69387.0,37066.0,,6903870388P
Place Antoine-Vollon,Antoine-Vollon (place),PLACE,2e,,Actuelle,Dénommée en 1907.,A été dénommée place Saint-Michel jusqu'en 1907.,Délibération du Conseil municipal du 4 février 1907. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Peintre né au 4 de cette place le 20 avril 1833, décédé à Paris le 27 août 1900.",Rue du Plat,Rue Vaubecour,Artiste peintre/Beaux-arts/Personnalité,Métropole,69382.0,27500.0,,6903820360F
Place Antonin-Gourju,Antonin-Gourju (place),PLACE,2e,,Actuelle,Dénommée en 1930.,"A été dénommée place du Port-du-Roi en 1716.
Fragment du quai de la Révolution en 1848.
Fragment du quai des Célestins de 1849 à 1930.",Délibération du Conseil municipal du 4 août 1930. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Né à Lyon le 11 septembre 1847. Avocat, sénateur du Rhône et conseiller municipal. A été à l'origine de la Compagnie nationale du Rhône. Mort à Lyon (2e) le 10 mars 1926.",Quai des Célestins,Rue du Colonel-Chambonnet,Justice/Politique/Industrie/Personnalité,Métropole,69382.0,27501.0,,6903820375X
Place Antonin-Jutard,Antonin-Jutard (place),PLACE,3e,,Actuelle,Dénommée en 1944.,"Fragment nord de la place Raspail.
A été dénommée quai du Bas-Port de 1842 à 1846.
A été dénommée quai Combalot de 1846 à 1868.
A été dénommée place du Prince-Impérial de 1868 à 1871.
A été dénommée place des Squares de 1871 à 1884.
A été dénommée place Raspail de 1884 à 1944.",Délibération du Conseil municipal du 13 novembre 1944. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Né le 15 mai 1889 à Boulogne (Vendée). Propriétaire de la Brasserie de l'étoile. Membre du réseau de Résistance le Coq enchaîné. Assassiné sur la route de Limonest le 17 novembre 1943.,Rue Montebello,Cours Gambetta,1939-1945/Résistance/Personnalité,Métropole,69383.0,27716.0,,6903830380Y
Place Antonin-Poncet,Antonin-Poncet (place),PLACE,2e,,Actuelle,Dénommée en 1913.,A été dénommée place de la Charité jusqu'en 1913.,Délibération du Conseil municipal du 29 décembre 1913. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Né le 28 mars 1849 à Saint-Trivier-sur-Moignans. Chirurgien en chef de l'Hôtel-Dieu. Décédé le 16 septembre 1913 à Culoz (Ain.,Place Bellecour,Quai Gailleton,Médecine/Chirurgie/Personnalité,Métropole,69382.0,27502.0,,6903820395U
Place Aristide-Briand,Aristide-Briand (place),PLACE,7e,,Actuelle,Dénommée en 1934.,A été dénommée place de l'Abondance jusqu'en 1934.,Délibération du Conseil municipal du 9 juillet 1934. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Homme politique né à Nantes le 29 mars 1862, décédé à Paris le 7 mars 1932. Onze fois président du Conseil, ministre des Affaires Étrangères.",Cours Gambetta,Rue Duguesclin,Politique/Personnalité,Métropole,69387.0,28523.0,,6903870460T
Place Aristide-Briand,Aristide-Briand (place),PLACE,3e,,Actuelle,Dénommée en 1934.,A été dénommée place de l'Abondance jusqu'en 1934.,Délibération du Conseil municipal du 9 juillet 1934. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Homme politique né à Nantes le 29 mars 1862, décédé à Paris le 7 mars 1932. Onze fois président du Conseil, ministre des Affaires Étrangères.",Cours Gambetta,Rue Duguesclin,Politique/Personnalité,Métropole,69383.0,27717.0,,6903830460K
Place Bachaga-Boualem,Bachaga-Boualem (place),PLACE,9e,,Actuelle,Dénommée en 1989.,A été créée vers 1967.,"Délibération du Conseil municipal du 23 janvier 1989. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Saïd Benaïssa Boualem, officier dans l'armée française, vice-président de l'Assemblée nationale. 
Né le 2 octobre 1906 à Souk-Ahras, département de Constantine, mort à Marseille le 6 février 1982.
Bachaga signifie haut dignitaire.",Boulevard de Balmont.,,Politique/Histoire militaire/Personnalité,Métropole,69389.0,32372.0,,6903890570D
